iter	MAE
186	20.25797007
187	20.25584584
188	20.23942713
189	20.20112395
190	20.18310697
191	20.15957664
192	20.14794566
193	20.11920153
194	20.10848284
195	20.10540677
196	20.09680098
197	20.0940046
198	20.07092403
199	20.05490877
200	20.01379854
201	20.00005918
202	19.98445484
203	19.98128884
204	19.95980685
205	19.93128814
206	19.92340569
207	19.90925058
208	19.8989543
209	19.87301657
210	19.8475093
211	19.84157057
212	19.82703395
213	19.82660707
214	19.82060351
215	19.77284238
216	19.74786459
217	19.7428131
218	19.7149317
219	19.70471525
220	19.69818156
221	19.69079932
222	19.68601561
223	19.66218421
224	19.65045
225	19.64671552
226	19.6377192
227	19.63399408
228	19.62336804
229	19.61763953
230	19.61325558
231	19.60525164
232	19.60254046
233	19.59751007
234	19.58812672
235	19.51361507
236	19.50101704
237	19.48948406
238	19.47984571
239	19.46823883
240	19.45218338
241	19.43991805
242	19.43870008
243	19.43797301
244	19.3868751
245	19.36601853
246	19.35798021
247	19.32534326
248	19.31702301
249	19.31421488
250	19.30912018
251	19.24200901
252	19.23786481
253	19.19780035
254	19.19109044
255	19.18264736
256	19.15769057
257	19.15375109
258	19.11906748
259	19.10457368
260	19.09421266
261	19.08924865
262	19.07950516
263	19.07527232
264	19.06329489
265	19.05437288
266	19.05222691
267	19.04397912
268	19.04058366
269	19.03805561
270	19.03725938
271	19.03359698
272	19.03146802
273	19.02601141
274	19.02540468
275	19.00500811
276	19.00334138
277	19.00268956
278	19.002408
279	19.00219911
280	18.99999713
281	18.99690944
282	18.99690943
283	18.99269158
284	18.98715602
285	18.9804192
286	18.97794848
287	18.97061208
288	18.96684408
289	18.9570493
290	18.95326941
291	18.94866881
292	18.94744144
293	18.94176176
294	18.93789961
295	18.93430011
296	18.93169711
297	18.92653962
298	18.92470651
299	18.91467955
300	18.91125101
301	18.90724972
302	18.90060074
303	18.89231472
304	18.86187424
305	18.84557484
306	18.79786643
307	18.79681907
308	18.79305741
309	18.78572702
310	18.74865381
311	18.7335439
312	18.72994859
313	18.72887072
314	18.72866418
315	18.72642851
316	18.7157555
317	18.67390209
318	18.67148836
319	18.67077891
320	18.66989847
321	18.66727722
322	18.66710244
323	18.6621739
324	18.66153569
325	18.66052221
326	18.64462867
327	18.5965597
328	18.59649449
329	18.59622828
330	18.59436175
331	18.58750728
332	18.58317218
333	18.57938698
334	18.57568796
335	18.57480058
336	18.57451691
337	18.57442575
338	18.57386016
339	18.57138954
340	18.56267903
341	18.56111546
342	18.55165806
343	18.55077751
344	18.54754038
345	18.54250424
346	18.53730406
347	18.53057827
348	18.52078696
349	18.49197159
350	18.48971867
351	18.48736095
352	18.48566217
353	18.47120663
354	18.43507321
355	18.43264602
356	18.42919202
357	18.42150989
358	18.41896862
359	18.4119057
360	18.39322643
361	18.39041274
362	18.38633753
363	18.35732448
364	18.32968531
365	18.30010777
366	18.30008239
367	18.29821344
368	18.29218757
369	18.28935814
370	18.28585824
371	18.28309259
372	18.28085503
373	18.27505649
374	18.27254595
375	18.24387101
376	18.24089691
377	18.21535801
378	18.20571675
379	18.1424199
380	18.11768828
381	18.11713688
382	18.10466468
383	18.09956129
384	18.0981399
385	18.07974685
386	18.07881659
387	18.07880828
388	18.07757451
389	18.07751333
390	18.05293497
391	18.01923223
392	18.01651723
393	18.00732601
394	18.00308832
395	18.00049318
396	17.99499691
397	17.98642673
398	17.96527877
399	17.96368829
400	17.95929553
401	17.93638058
402	17.92988166
403	17.92412471
404	17.88498323
405	17.86714153
406	17.86130034
407	17.82383214
408	17.77865746
409	17.77703909
410	17.77315226
411	17.76793126
412	17.76416633
413	17.75300129
414	17.73964054
415	17.71803356
416	17.70526798
417	17.68415702
418	17.66863681
419	17.66857722
420	17.65672007
421	17.64270177
422	17.63824114
423	17.63160263
424	17.63137107
425	17.63129916
426	17.63039481
427	17.58462545
428	17.5735587
429	17.57074421
430	17.56889406
431	17.56851614
432	17.56702614
433	17.56343519
434	17.56003748
435	17.55978889
436	17.55715878
437	17.55682061
438	17.55593748
439	17.55593624
440	17.55355104
441	17.55028663
442	17.5060293
443	17.50187965
444	17.50007117
445	17.49933048
446	17.49926877
447	17.49921174
448	17.4754997
449	17.47389497
450	17.46913824
451	17.46701716
452	17.46634858
453	17.46633324
454	17.46585138
455	17.46505727
456	17.45954426
457	17.45847568
458	17.45790109
459	17.45756683
460	17.457203
461	17.45697801
462	17.45577478
463	17.45440629
464	17.45183993
465	17.45106757
466	17.43188466
467	17.42943856
468	17.42482177
469	17.42467377
470	17.400678
471	17.38913702
472	17.34917095
473	17.34854325
474	17.34822351
475	17.34804003
476	17.34587611
477	17.33519666
478	17.31969268
479	17.31856862
480	17.31743093
481	17.31742942
482	17.31697045
483	17.31694722
484	17.31687219
485	17.3163272
486	17.31608654
487	17.31570119
488	17.31536682
489	17.31381786
490	17.31104498
491	17.30434925
492	17.30390223
493	17.29669682
494	17.29535393
495	17.29413908
496	17.29397064
497	17.29261317
498	17.29138133
499	17.28996736
500	17.28911244
501	17.28795317
502	17.27611841
503	17.25963437
504	17.24858015
505	17.23763593
506	17.23459312
507	17.22240348
508	17.21990669
509	17.20886314
510	17.20877179
511	17.19871102
512	17.18257617
513	17.18255172
514	17.18122809
515	17.17044862
516	17.17044749
517	17.1704372
518	17.17043688
519	17.16009577
520	17.15995366
521	17.13551262
522	17.13304199
523	17.13270953
524	17.127383
525	17.11625528
526	17.11459998
527	17.11131176
528	17.10142635
529	17.09990206
530	17.09878106
531	17.09753246
532	17.09750272
533	17.08567763
534	17.08211762
535	17.08197585
536	17.05334742
537	17.05318678
538	17.05314044
539	17.03860452
540	17.02933039
541	17.02883554
542	17.028777
543	17.02745343
544	17.01969228
545	17.01950534
546	16.99489838
547	16.99484028
548	16.99483049
549	16.9925718
550	16.99134622
551	16.98091953
552	16.98081084
553	16.97487684
554	16.94490875
555	16.9434005
556	16.92943892
557	16.92930721
558	16.91742553
559	16.91158451
560	16.91012615
561	16.90531435
562	16.90489536
563	16.90382596
564	16.90219125
565	16.90172962
566	16.90037668
567	16.89833881
568	16.89003214
569	16.8879086
570	16.8871208
571	16.88703511
572	16.88689664
573	16.88669743
574	16.88536771
575	16.88513503
576	16.88466438
577	16.88408947
578	16.88408868
579	16.86374051
580	16.85233938
581	16.85233527
582	16.8455679
583	16.84556605
584	16.84548407
585	16.84136844
586	16.84018076
587	16.82701945
588	16.82700036
589	16.7933394
590	16.79254121
591	16.79253191
592	16.77891101
593	16.77775187
594	16.77546787
595	16.77073208
596	16.74304824
597	16.74133084
598	16.71941454
599	16.70717159
600	16.68623168
601	16.68276564
602	16.68162841
603	16.68161705
604	16.67161441
605	16.65803455
606	16.65775902
607	16.65534798
608	16.65533885
609	16.6551708
610	16.65422109
611	16.64371596
612	16.64371257
613	16.64287503
614	16.63532815
615	16.63462
616	16.63351127
617	16.63331724
618	16.63330975
619	16.63302138
620	16.62068615
621	16.62066897
622	16.61393872
623	16.60525349
624	16.60281895
625	16.60110834
626	16.60037281
627	16.59862189
628	16.59660309
629	16.59478999
630	16.59448802
631	16.5911506
632	16.5911287
633	16.58828665
634	16.58640646
635	16.58614054
636	16.58173702
637	16.58167848
638	16.58162161
639	16.58157951
640	16.58157433
641	16.57987771
642	16.5684083
643	16.56644657
644	16.54954773
645	16.537211
646	16.51574778
647	16.50539535
648	16.50450103
649	16.501318
650	16.50095661
651	16.48767896
652	16.47543065
653	16.46308095
654	16.46241371
655	16.45701869
656	16.45576736
657	16.45399777
658	16.4518823
659	16.4517313
660	16.45105948
661	16.4487886
662	16.44878079
663	16.4477331
664	16.44180236
665	16.43092
666	16.42999766
667	16.42877118
668	16.42586828
669	16.42532699
670	16.42118376
671	16.41664338
672	16.40514447
673	16.40451952
674	16.40451826
675	16.40425403
676	16.40391781
677	16.40391286
678	16.39876831
679	16.39853037
680	16.39842268
681	16.38586064
682	16.3827787
683	16.38274984
684	16.38211153
685	16.38188249
686	16.38149524
687	16.37943166
688	16.37775521
689	16.37773368
690	16.37771777
691	16.37078643
692	16.36511721
693	16.35981745
694	16.35424091
695	16.35150628
696	16.34964601
697	16.34945587
698	16.34728815
699	16.33926946
700	16.33578005
701	16.32989245
702	16.32896621
703	16.32710695
704	16.31381459
705	16.31349931
706	16.31231525
707	16.31210442
708	16.30969623
709	16.30826612
710	16.3076233
711	16.30724888
712	16.29170051
713	16.2910765
714	16.28828398
715	16.28707882
716	16.27651344
717	16.27350468
718	16.26885208
719	16.26434603
720	16.25516471
721	16.2551296
722	16.25510877
723	16.25510343
724	16.25450698
725	16.25439407
726	16.25388239
727	16.25382166
728	16.25145673
729	16.25145046
730	16.25127104
731	16.25124904
732	16.25122463
733	16.24850484
734	16.24850293
735	16.24844672
736	16.24610934
737	16.24463834
738	16.24439938
739	16.24337822
740	16.22755102
741	16.22742283
742	16.22568335
743	16.22424045
744	16.22420835
745	16.2177052
746	16.20958206
747	16.20604272
748	16.20365267
749	16.20165253
750	16.20033484
751	16.19230737
752	16.19230181
753	16.18119935
754	16.1807886
755	16.18077444
756	16.18075717
757	16.18040674
758	16.17050406
759	16.15451622
760	16.15438917
761	16.14733175
762	16.14728825
763	16.14458799
764	16.14032742
765	16.13930078
766	16.13927156
767	16.13926778
768	16.13822947
769	16.13822671
770	16.12560902
771	16.12530692
772	16.12519266
773	16.12518468
774	16.12095572
775	16.11307418
776	16.11236358
777	16.10376899
778	16.09730759
779	16.07907727
780	16.0616899
781	16.05431078
782	16.03715389
783	16.03704846
784	16.03265985
785	16.01720657
786	16.01709665
787	16.01593699
788	16.01583662
789	16.01498569
790	16.01327719
791	16.01319081
792	16.00457483
793	16.00431236
794	15.99657761
795	15.99332204
796	15.99217237
797	15.99182157
798	15.98344873
799	15.98329546
800	15.98298195
801	15.96772575
802	15.96759445
803	15.95294064
804	15.95293014
805	15.95279233
806	15.95107802
807	15.94871484
808	15.9486593
809	15.9486544
810	15.93903654
811	15.9382036
812	15.93815693
813	15.93603669
814	15.9360344
815	15.93591308
816	15.92672005
817	15.92369496
818	15.92056997
819	15.92033283
820	15.92032781
821	15.91994201
822	15.91994093
823	15.91982913
824	15.8949665
825	15.89491309
826	15.89487115
827	15.88856056
828	15.8802049
829	15.87697175
830	15.87690908
831	15.87665636
832	15.87664353
833	15.87501222
834	15.87500544
835	15.87500428
836	15.87497589
837	15.86387146
838	15.86009593
839	15.86009145
840	15.86006671
841	15.85798797
842	15.85727266
843	15.85281067
844	15.8510216
845	15.83541257
846	15.8309015
847	15.83071963
848	15.82670864
849	15.82652816
850	15.81377126
851	15.8075351
852	15.80447394
853	15.80431581
854	15.80429169
855	15.80213475
856	15.79900068
857	15.79879187
858	15.79267249
859	15.7864102
860	15.78550597
861	15.77957487
862	15.77678564
863	15.77635093
864	15.77561394
865	15.7755917
866	15.77490329
867	15.77455949
868	15.77354396
869	15.77353911
870	15.77237021
871	15.77221917
872	15.77221655
873	15.76755228
874	15.76754958
875	15.75364613
876	15.75341841
877	15.75335009
878	15.75334447
879	15.75321507
880	15.75302102
881	15.75281095
882	15.74181653
883	15.74093897
884	15.73820814
885	15.73701393
886	15.73321735
887	15.73182431
888	15.71902964
889	15.7168402
890	15.71663012
891	15.70869841
892	15.70868886
893	15.69733638
894	15.69424438
895	15.69091802
896	15.67982837
897	15.67972441
898	15.67969774
899	15.67948844
900	15.67947993
901	15.6731986
902	15.66693477
903	15.6577164
904	15.65769241
905	15.65748752
906	15.6565221
907	15.64469594
908	15.61940117
909	15.6190906
910	15.61662087
911	15.59486302
912	15.59142935
913	15.58945992
914	15.58716217
915	15.58711895
916	15.58418358
917	15.57079524
918	15.56999095
919	15.55656052
920	15.54668892
921	15.54663104
922	15.54661625
923	15.54661463
924	15.5461214
925	15.53494607
926	15.53334393
927	15.53311248
928	15.52048654
929	15.51773985
930	15.51626087
931	15.51623508
932	15.51317449
933	15.51313804
934	15.5131267
935	15.51116841
936	15.51110385
937	15.51109625
938	15.49781754
939	15.48279167
940	15.48247703
941	15.47543727
942	15.46936946
943	15.46380118
944	15.44314844
945	15.4319041
946	15.43171877
947	15.42883485
948	15.39961012
949	15.37882428
950	15.37139043
951	15.36843078
952	15.36838718
953	15.35985842
954	15.35451467
955	15.34567126
956	15.3421549
957	15.34209678
958	15.33019844
959	15.31304444
960	15.31303209
961	15.31188384
962	15.30575792
963	15.30323765
964	15.3032291
965	15.30309972
966	15.30302955
967	15.29177292
968	15.28528242
969	15.28445883
970	15.28166436
971	15.26762211
972	15.26761998
973	15.26076717
974	15.257141
975	15.25598673
976	15.25589034
977	15.25550369
978	15.25368786
979	15.25350929
980	15.25304447
981	15.25287109
982	15.24760989
983	15.24358356
984	15.24352725
985	15.24048329
986	15.24046965
987	15.23963043
988	15.23709027
989	15.21930294
990	15.21760725
991	15.2142438
992	15.21397443
993	15.21073934
994	15.20713176
995	15.20645059
996	15.20400232
997	15.20373998
998	15.20347511
999	15.2032557
