iter	Passed	Remaining
413	3307	76589
414	3315	76584
415	3323	76572
416	3331	76552
417	3338	76535
418	3346	76530
419	3354	76509
420	3362	76501
421	3370	76497
422	3377	76478
423	3385	76464
424	3393	76456
425	3401	76456
426	3410	76471
427	3418	76457
428	3426	76446
429	3433	76425
430	3441	76408
431	3449	76390
432	3456	76378
433	3464	76355
434	3472	76344
435	3479	76333
436	3487	76317
437	3495	76303
438	3502	76288
439	3510	76265
440	3517	76247
441	3525	76242
442	3533	76228
443	3541	76212
444	3548	76191
445	3556	76176
446	3564	76169
447	3571	76151
448	3579	76141
449	3587	76126
450	3595	76118
451	3603	76111
452	3610	76096
453	3618	76081
454	3625	76058
455	3633	76051
456	3642	76054
457	3649	76041
458	3657	76027
459	3665	76011
460	3672	75997
461	3680	75980
462	3687	75958
463	3695	75943
464	3702	75926
465	3710	75913
466	3718	75900
467	3726	75896
468	3733	75880
469	3741	75868
470	3748	75847
471	3756	75833
472	3764	75825
473	3772	75812
474	3780	75799
475	3787	75772
476	3794	75756
477	3802	75742
478	3809	75719
479	3816	75696
480	3824	75683
481	3831	75668
482	3839	75650
483	3846	75623
484	3854	75619
485	3862	75606
486	3869	75589
487	3877	75587
488	3885	75569
489	3892	75554
490	3900	75538
491	3907	75522
492	3915	75509
493	3923	75495
494	3930	75471
495	3938	75462
496	3945	75444
497	3953	75427
498	3961	75423
499	3968	75403
500	3976	75387
501	3983	75376
502	3991	75358
503	3998	75342
504	4006	75332
505	4014	75314
506	4021	75306
507	4029	75296
508	4037	75288
509	4045	75275
510	4053	75267
511	4060	75254
512	4068	75243
513	4076	75228
514	4083	75216
515	4091	75209
516	4099	75195
517	4107	75180
518	4115	75179
519	4123	75172
520	4130	75156
521	4138	75136
522	4145	75117
523	4153	75110
524	4160	75095
525	4168	75083
526	4176	75075
527	4183	75050
528	4191	75037
529	4198	75017
530	4206	75014
531	4214	75003
532	4221	74988
533	4229	74972
534	4236	74956
535	4244	74947
536	4252	74937
537	4260	74928
538	4267	74915
539	4275	74901
540	4282	74884
541	4291	74880
542	4298	74863
543	4306	74862
544	4314	74848
545	4322	74842
546	4329	74822
547	4337	74806
548	4345	74803
549	4352	74788
550	4360	74779
551	4369	74788
552	4377	74776
553	4384	74762
554	4392	74750
555	4400	74745
556	4408	74736
557	4415	74715
558	4423	74706
559	4430	74693
560	4438	74678
561	4446	74664
562	4453	74652
563	4461	74639
564	4469	74631
565	4476	74616
566	4483	74598
567	4491	74586
568	4499	74576
569	4506	74553
570	4513	74536
571	4521	74523
572	4529	74511
573	4536	74498
574	4544	74485
575	4551	74462
576	4558	74449
577	4566	74436
578	4573	74418
579	4581	74409
580	4588	74395
581	4596	74383
582	4604	74374
583	4611	74358
584	4619	74346
585	4627	74335
586	4635	74329
587	4642	74316
588	4650	74303
589	4658	74293
590	4665	74279
591	4673	74270
592	4681	74263
593	4688	74248
594	4696	74233
595	4703	74215
596	4711	74201
597	4718	74183
598	4725	74163
599	4733	74151
600	4741	74148
601	4748	74137
602	4757	74136
603	4764	74124
604	4772	74104
605	4779	74087
606	4787	74077
607	4794	74058
608	4801	74044
609	4809	74033
610	4816	74018
611	4824	74007
612	4832	73999
613	4839	73979
614	4846	73964
615	4854	73951
616	4861	73938
617	4869	73930
618	4877	73924
619	4885	73909
620	4892	73893
621	4899	73877
622	4907	73861
623	4915	73859
624	4923	73853
625	4931	73842
626	4939	73838
627	4946	73824
628	4954	73813
629	4962	73804
630	4970	73796
631	4978	73793
632	4986	73784
633	4994	73776
634	5001	73768
635	5009	73757
636	5016	73741
637	5024	73726
638	5031	73713
639	5039	73707
640	5047	73694
641	5055	73686
642	5063	73678
643	5070	73670
644	5078	73657
645	5085	73644
646	5093	73631
647	5101	73624
648	5109	73613
649	5117	73608
650	5125	73605
651	5133	73598
652	5140	73581
653	5148	73573
654	5155	73560
655	5163	73553
656	5171	73540
657	5179	73539
658	5187	73531
659	5195	73522
660	5202	73506
661	5210	73495
662	5217	73483
663	5225	73470
664	5233	73461
665	5240	73447
666	5247	73430
667	5255	73418
668	5262	73406
669	5270	73391
670	5277	73379
671	5285	73371
672	5293	73356
673	5301	73349
674	5308	73334
675	5315	73321
676	5322	73302
677	5331	73304
678	5339	73292
679	5346	73280
680	5353	73265
681	5362	73260
682	5369	73248
683	5377	73237
684	5384	73225
685	5391	73204
686	5398	73189
687	5406	73177
688	5414	73164
689	5421	73148
690	5428	73134
691	5436	73126
692	5444	73115
693	5451	73100
694	5459	73088
695	5466	73074
696	5474	73066
697	5481	73052
698	5489	73038
699	5496	73025
700	5503	73006
701	5510	72991
702	5517	72971
703	5525	72956
704	5532	72947
705	5540	72936
706	5547	72921
707	5555	72908
708	5562	72895
709	5570	72884
710	5578	72877
711	5586	72870
712	5593	72853
713	5601	72845
714	5608	72834
715	5616	72823
716	5623	72813
717	5630	72788
718	5638	72779
719	5645	72766
720	5652	72748
721	5659	72731
722	5667	72716
723	5674	72706
724	5682	72697
725	5689	72679
726	5697	72668
727	5704	72649
728	5712	72646
729	5720	72636
730	5727	72626
731	5734	72608
732	5742	72602
733	5750	72598
734	5758	72590
735	5765	72575
736	5773	72558
737	5780	72552
738	5788	72544
739	5795	72527
740	5803	72521
741	5812	72519
742	5820	72519
743	5829	72517
744	5837	72523
745	5845	72514
746	5853	72507
747	5861	72504
748	5869	72491
749	5876	72474
750	5884	72466
751	5891	72451
752	5898	72438
753	5906	72432
754	5914	72429
755	5922	72411
756	5929	72396
757	5936	72383
758	5944	72374
759	5951	72354
760	5958	72341
761	5966	72330
762	5974	72327
763	5982	72319
764	5989	72310
765	5997	72296
766	6004	72287
767	6011	72268
768	6019	72258
769	6026	72238
770	6033	72225
771	6041	72219
772	6049	72208
773	6057	72198
774	6064	72186
775	6072	72181
776	6079	72167
777	6087	72161
778	6094	72144
779	6102	72136
780	6110	72134
781	6118	72119
782	6125	72110
783	6133	72098
784	6140	72087
785	6148	72071
786	6155	72062
787	6163	72052
788	6171	72043
789	6178	72033
790	6186	72025
791	6193	72010
792	6201	72001
793	6208	71985
794	6215	71970
795	6223	71960
796	6230	71944
797	6238	71935
798	6246	71928
799	6253	71917
800	6261	71909
801	6269	71900
802	6276	71891
803	6284	71884
804	6292	71875
805	6299	71862
806	6307	71848
807	6315	71845
808	6322	71830
809	6330	71821
810	6337	71807
811	6345	71796
812	6352	71785
813	6360	71780
814	6368	71770
815	6375	71757
816	6383	71747
817	6390	71735
818	6397	71721
819	6405	71711
820	6412	71698
821	6420	71684
822	6427	71673
823	6435	71662
824	6442	71649
825	6449	71635
826	6456	71618
827	6466	71635
828	6474	71624
829	6481	71612
830	6490	71609
831	6497	71602
832	6505	71592
833	6513	71583
834	6520	71567
835	6528	71563
836	6536	71556
837	6544	71547
838	6551	71537
839	6560	71538
840	6568	71532
841	6576	71527
842	6583	71514
843	6591	71502
844	6599	71496
845	6606	71482
846	6614	71474
847	6622	71467
848	6629	71459
849	6637	71448
850	6644	71438
851	6652	71424
852	6660	71418
853	6667	71411
854	6675	71401
855	6683	71392
856	6691	71384
857	6698	71375
858	6705	71356
859	6712	71343
860	6720	71332
861	6728	71327
862	6735	71312
863	6742	71300
864	6750	71287
865	6758	71281
866	6765	71269
867	6773	71257
868	6780	71243
869	6787	71231
870	6795	71225
871	6802	71212
872	6811	71210
873	6818	71198
874	6826	71188
875	6834	71180
876	6841	71170
877	6848	71157
878	6856	71146
879	6863	71131
880	6871	71120
881	6878	71113
882	6886	71103
883	6894	71096
884	6901	71081
885	6908	71070
886	6916	71058
887	6924	71050
888	6931	71039
889	6939	71031
890	6946	71021
891	6954	71012
892	6962	71004
893	6970	70995
894	6977	70984
895	6985	70973
896	6992	70961
897	6999	70947
898	7007	70937
899	7014	70923
900	7021	70905
901	7028	70890
902	7035	70879
903	7043	70872
904	7052	70871
905	7059	70863
906	7067	70852
907	7075	70847
908	7082	70836
909	7090	70831
910	7098	70826
911	7107	70823
912	7115	70822
913	7123	70811
914	7130	70801
915	7138	70793
916	7146	70786
917	7154	70777
918	7162	70771
919	7169	70763
920	7177	70752
921	7184	70740
922	7191	70727
923	7199	70717
924	7207	70706
925	7214	70696
926	7221	70684
927	7229	70669
928	7236	70659
929	7243	70647
930	7251	70636
931	7259	70627
932	7266	70618
933	7274	70611
934	7282	70605
935	7289	70593
936	7297	70587
937	7306	70584
938	7314	70578
939	7321	70566
940	7329	70556
941	7337	70550
942	7345	70547
943	7353	70543
944	7361	70538
945	7369	70530
946	7376	70519
947	7384	70507
948	7391	70497
949	7398	70482
950	7406	70473
951	7413	70462
952	7421	70450
953	7428	70436
954	7436	70431
955	7444	70422
956	7452	70416
957	7460	70412
958	7467	70404
959	7475	70391
960	7483	70386
961	7493	70404
962	7501	70393
963	7508	70381
964	7515	70369
965	7523	70359
966	7531	70350
967	7538	70341
968	7546	70333
969	7554	70325
970	7561	70315
971	7569	70304
972	7577	70296
973	7584	70285
974	7592	70275
975	7599	70264
976	7606	70250
977	7614	70240
978	7621	70229
979	7629	70222
980	7636	70208
981	7644	70203
982	7652	70194
983	7660	70188
984	7667	70178
985	7675	70171
986	7683	70162
987	7690	70148
988	7697	70134
989	7704	70121
990	7711	70108
991	7719	70099
992	7726	70086
993	7734	70075
994	7742	70067
995	7749	70053
996	7756	70042
997	7763	70029
998	7771	70017
999	7778	70006
1000	7786	69997
1001	7794	69993
1002	7801	69983
1003	7809	69973
1004	7817	69964
1005	7824	69951
1006	7831	69938
1007	7838	69927
1008	7846	69914
1009	7853	69906
1010	7860	69892
1011	7868	69886
1012	7875	69869
1013	7883	69858
1014	7890	69849
1015	7897	69838
1016	7905	69824
1017	7912	69812
1018	7919	69801
1019	7927	69789
1020	7934	69779
1021	7942	69769
1022	7949	69757
1023	7956	69741
1024	7964	69736
1025	7971	69726
1026	7979	69717
1027	7988	69719
1028	7995	69705
1029	8002	69695
1030	8010	69686
1031	8017	69674
1032	8025	69663
1033	8032	69655
1034	8040	69647
1035	8048	69637
1036	8055	69629
1037	8064	69626
1038	8072	69622
1039	8079	69610
1040	8087	69604
1041	8095	69593
1042	8102	69585
1043	8110	69577
1044	8117	69563
1045	8125	69552
1046	8132	69545
1047	8140	69536
1048	8147	69524
1049	8155	69512
1050	8162	69499
1051	8169	69489
1052	8177	69482
1053	8185	69471
1054	8192	69460
1055	8199	69448
1056	8206	69435
1057	8214	69426
1058	8221	69414
1059	8228	69403
1060	8236	69392
1061	8244	69386
1062	8252	69380
1063	8260	69373
1064	8267	69362
1065	8275	69351
1066	8282	69343
1067	8290	69333
1068	8297	69323
1069	8304	69311
1070	8312	69300
1071	8319	69286
1072	8326	69276
1073	8334	69268
1074	8341	69254
1075	8348	69242
1076	8356	69232
1077	8363	69223
1078	8371	69214
1079	8379	69207
1080	8387	69198
1081	8394	69187
1082	8401	69176
1083	8409	69166
1084	8416	69153
1085	8423	69143
1086	8431	69133
1087	8439	69128
1088	8446	69116
1089	8453	69103
1090	8461	69095
1091	8468	69084
1092	8476	69073
1093	8484	69066
1094	8491	69059
1095	8499	69050
1096	8507	69047
1097	8516	69043
1098	8523	69033
1099	8530	69021
1100	8538	69011
1101	8545	69001
1102	8553	68990
1103	8560	68980
1104	8567	68968
1105	8575	68959
1106	8582	68947
1107	8590	68940
1108	8598	68932
1109	8605	68924
1110	8613	68919
1111	8621	68910
1112	8629	68901
1113	8636	68893
1114	8644	68881
1115	8651	68872
1116	8659	68862
1117	8666	68854
1118	8674	68844
1119	8682	68837
1120	8689	68826
1121	8696	68813
1122	8704	68803
1123	8711	68794
1124	8719	68787
1125	8726	68776
1126	8734	68768
1127	8742	68760
1128	8749	68751
1129	8757	68743
1130	8764	68732
1131	8771	68718
1132	8779	68707
1133	8786	68699
1134	8794	68688
1135	8801	68678
1136	8809	68667
1137	8816	68655
1138	8823	68642
1139	8830	68631
1140	8837	68618
1141	8845	68608
1142	8852	68597
1143	8860	68589
1144	8867	68576
1145	8875	68570
1146	8882	68558
1147	8890	68551
1148	8897	68540
1149	8905	68530
1150	8912	68520
1151	8919	68510
1152	8927	68502
1153	8936	68499
1154	8943	68491
1155	8951	68482
1156	8958	68472
1157	8965	68459
1158	8973	68450
1159	8980	68440
1160	8988	68431
1161	8996	68425
1162	9003	68412
1163	9011	68405
1164	9019	68402
1165	9027	68396
1166	9035	68386
1167	9042	68374
1168	9050	68368
1169	9057	68357
1170	9065	68348
1171	9072	68340
1172	9080	68330
1173	9088	68323
1174	9095	68313
1175	9103	68303
1176	9110	68293
1177	9117	68282
1178	9125	68273
1179	9132	68263
1180	9139	68250
1181	9147	68242
1182	9154	68231
1183	9162	68224
1184	9169	68212
1185	9176	68197
1186	9184	68188
1187	9191	68180
1188	9199	68169
1189	9206	68158
1190	9213	68146
1191	9221	68137
1192	9228	68127
1193	9235	68115
1194	9243	68106
1195	9251	68101
1196	9258	68092
1197	9266	68084
1198	9274	68075
1199	9281	68064
1200	9288	68054
1201	9296	68042
1202	9303	68033
1203	9311	68029
1204	9319	68020
1205	9326	68011
1206	9334	68002
1207	9342	67993
1208	9349	67986
1209	9356	67973
1210	9364	67963
1211	9371	67950
1212	9379	67945
1213	9386	67935
1214	9394	67923
1215	9401	67916
1216	9409	67906
1217	9417	67901
1218	9424	67891
1219	9432	67881
1220	9439	67871
1221	9447	67861
1222	9454	67852
1223	9462	67844
1224	9469	67832
1225	9476	67822
1226	9484	67810
1227	9492	67811
1228	9500	67803
1229	9508	67795
1230	9515	67783
1231	9523	67774
1232	9531	67769
1233	9538	67759
1234	9545	67748
1235	9553	67741
1236	9561	67732
1237	9569	67725
1238	9576	67716
1239	9584	67707
1240	9591	67699
1241	9599	67689
1242	9606	67678
1243	9613	67668
1244	9621	67660
1245	9629	67651
1246	9636	67644
1247	9644	67634
1248	9652	67628
1249	9660	67620
1250	9667	67611
1251	9675	67604
1252	9682	67594
1253	9689	67582
1254	9697	67570
1255	9704	67560
1256	9711	67551
1257	9719	67538
1258	9726	67529
1259	9733	67516
1260	9741	67509
1261	9748	67499
1262	9756	67492
1263	9764	67485
1264	9771	67471
1265	9778	67459
1266	9785	67449
1267	9793	67440
1268	9800	67432
1269	9808	67423
1270	9816	67414
1271	9824	67408
1272	9831	67401
1273	9840	67398
1274	9847	67391
1275	9855	67383
1276	9862	67371
1277	9870	67362
1278	9878	67355
1279	9886	67351
1280	9894	67345
1281	9901	67334
1282	9908	67323
1283	9917	67319
1284	9924	67311
1285	9932	67304
1286	9940	67296
1287	9947	67286
1288	9955	67277
1289	9963	67270
1290	9970	67262
1291	9979	67258
1292	9987	67252
1293	9994	67245
1294	10002	67238
1295	10009	67226
1296	10017	67218
1297	10024	67207
1298	10032	67201
1299	10040	67192
1300	10047	67182
1301	10055	67172
1302	10062	67165
1303	10069	67153
1304	10077	67142
1305	10084	67131
1306	10092	67125
1307	10100	67120
1308	10107	67109
1309	10115	67104
1310	10124	67100
1311	10131	67090
1312	10139	67083
1313	10146	67073
1314	10154	67062
1315	10161	67053
1316	10168	67039
1317	10175	67026
1318	10182	67017
1319	10190	67009
1320	10198	67003
1321	10206	66995
1322	10213	66984
1323	10221	66977
1324	10228	66965
1325	10235	66955
1326	10242	66943
1327	10249	66932
1328	10256	66920
1329	10264	66909
1330	10271	66902
1331	10279	66895
1332	10287	66887
1333	10295	66880
1334	10302	66870
1335	10310	66861
1336	10317	66852
1337	10325	66847
1338	10333	66837
1339	10341	66831
1340	10348	66821
1341	10356	66813
1342	10363	66803
1343	10371	66795
1344	10379	66788
1345	10385	66775
1346	10393	66766
1347	10400	66757
1348	10408	66747
1349	10415	66737
1350	10423	66729
1351	10430	66720
1352	10438	66713
1353	10446	66704
1354	10453	66696
1355	10461	66688
1356	10469	66680
1357	10476	66672
1358	10484	66663
1359	10492	66655
1360	10499	66647
1361	10507	66638
1362	10514	66629
1363	10522	66622
1364	10530	66612
1365	10537	66603
1366	10545	66597
1367	10552	66588
1368	10562	66589
1369	10570	66585
1370	10578	66579
1371	10586	66572
1372	10593	66563
1373	10601	66557
1374	10608	66546
1375	10615	66534
1376	10623	66524
1377	10631	66519
1378	10639	66511
1379	10646	66501
1380	10653	66489
1381	10661	66480
1382	10668	66470
1383	10675	66460
1384	10683	66454
1385	10690	66444
1386	10698	66435
1387	10705	66425
1388	10713	66415
1389	10721	66408
1390	10728	66400
1391	10736	66392
1392	10743	66382
1393	10751	66373
1394	10758	66364
1395	10765	66354
1396	10773	66344
1397	10780	66336
1398	10788	66326
1399	10795	66313
1400	10803	66307
1401	10810	66299
1402	10818	66290
1403	10826	66284
1404	10833	66275
1405	10841	66267
1406	10849	66259
1407	10856	66249
1408	10863	66240
1409	10872	66237
1410	10880	66230
1411	10888	66223
1412	10896	66217
1413	10904	66210
1414	10911	66199
1415	10918	66190
1416	10926	66182
1417	10933	66173
1418	10941	66166
1419	10949	66158
1420	10956	66150
1421	10964	66141
1422	10972	66133
1423	10979	66125
1424	10987	66116
1425	10995	66109
1426	11004	66109
1427	11012	66103
1428	11020	66099
1429	11028	66091
1430	11035	66082
1431	11043	66073
1432	11050	66065
1433	11058	66055
1434	11065	66045
1435	11072	66037
1436	11080	66029
1437	11088	66019
1438	11095	66008
1439	11102	65999
1440	11110	65993
1441	11118	65984
1442	11126	65977
1443	11133	65968
1444	11141	65964
1445	11149	65955
1446	11156	65946
1447	11164	65941
1448	11172	65933
1449	11180	65925
1450	11187	65916
1451	11195	65908
1452	11203	65904
1453	11211	65897
1454	11219	65888
1455	11227	65882
1456	11234	65875
1457	11242	65868
1458	11250	65862
1459	11258	65856
1460	11266	65849
1461	11274	65841
1462	11282	65834
1463	11289	65827
1464	11297	65819
1465	11305	65810
1466	11313	65804
1467	11320	65795
1468	11327	65784
1469	11335	65775
1470	11342	65766
1471	11350	65759
1472	11358	65751
1473	11365	65740
1474	11372	65731
1475	11380	65721
1476	11387	65713
1477	11395	65703
1478	11402	65696
1479	11410	65688
1480	11418	65678
1481	11425	65670
1482	11433	65661
1483	11440	65651
1484	11447	65641
1485	11455	65633
1486	11463	65625
1487	11470	65616
1488	11477	65606
1489	11484	65595
1490	11492	65587
1491	11500	65579
1492	11507	65570
1493	11515	65563
1494	11523	65555
1495	11530	65546
1496	11537	65536
1497	11545	65527
1498	11553	65520
1499	11560	65512
1500	11568	65505
1501	11576	65500
1502	11584	65494
1503	11593	65488
1504	11600	65480
1505	11607	65469
1506	11615	65460
1507	11622	65448
1508	11629	65438
1509	11637	65430
1510	11644	65419
1511	11651	65409
1512	11659	65401
1513	11666	65392
1514	11674	65383
1515	11682	65376
1516	11689	65365
1517	11696	65353
1518	11704	65347
1519	11712	65340
1520	11720	65335
1521	11728	65328
1522	11736	65322
1523	11743	65315
1524	11751	65309
1525	11759	65298
1526	11766	65289
1527	11773	65280
1528	11781	65274
1529	11789	65266
1530	11797	65261
1531	11805	65251
1532	11812	65241
1533	11819	65231
1534	11827	65225
1535	11835	65216
1536	11843	65210
1537	11850	65200
1538	11857	65189
1539	11865	65182
1540	11873	65175
1541	11880	65164
1542	11887	65154
1543	11894	65142
1544	11902	65135
1545	11909	65127
1546	11917	65119
1547	11924	65108
1548	11931	65096
1549	11938	65082
1550	11945	65071
1551	11953	65065
1552	11960	65055
1553	11967	65045
1554	11975	65035
1555	11982	65024
1556	11989	65015
1557	11996	65004
1558	12004	64997
1559	12012	64989
1560	12019	64981
1561	12027	64971
1562	12034	64961
1563	12041	64950
1564	12049	64942
1565	12056	64932
1566	12064	64924
1567	12072	64918
1568	12079	64909
1569	12087	64900
1570	12094	64892
1571	12102	64885
1572	12110	64878
1573	12117	64869
1574	12125	64860
1575	12132	64852
1576	12140	64843
1577	12147	64833
1578	12155	64825
1579	12162	64815
1580	12169	64804
1581	12177	64798
1582	12185	64789
1583	12192	64779
1584	12200	64773
1585	12208	64766
1586	12216	64760
1587	12224	64754
1588	12231	64744
1589	12238	64735
1590	12246	64727
1591	12254	64719
1592	12261	64711
1593	12269	64704
1594	12277	64695
1595	12285	64689
1596	12293	64683
1597	12300	64675
1598	12308	64665
1599	12315	64658
1600	12324	64654
1601	12332	64648
1602	12339	64638
1603	12347	64629
1604	12354	64621
1605	12362	64614
1606	12370	64606
1607	12377	64595
1608	12384	64585
1609	12391	64575
1610	12399	64566
1611	12406	64554
1612	12413	64546
1613	12421	64537
1614	12428	64529
1615	12435	64518
1616	12443	64510
1617	12450	64500
1618	12457	64490
1619	12465	64483
1620	12473	64475
1621	12480	64465
1622	12487	64453
1623	12495	64447
1624	12503	64440
1625	12510	64431
1626	12518	64423
1627	12528	64428
1628	12536	64420
1629	12544	64413
1630	12552	64407
1631	12560	64401
1632	12567	64393
1633	12575	64384
1634	12582	64376
1635	12589	64365
1636	12598	64360
1637	12605	64353
1638	12613	64343
1639	12620	64333
1640	12628	64327
1641	12635	64318
1642	12643	64310
1643	12650	64300
1644	12658	64291
1645	12666	64284
1646	12673	64276
1647	12681	64269
1648	12688	64259
1649	12696	64251
1650	12703	64242
1651	12711	64233
1652	12718	64224
1653	12726	64216
1654	12733	64208
1655	12741	64198
1656	12748	64189
1657	12755	64180
1658	12763	64170
1659	12771	64162
1660	12778	64154
1661	12786	64146
1662	12793	64136
1663	12800	64127
1664	12808	64118
1665	12816	64112
1666	12823	64104
1667	12831	64095
1668	12839	64091
1669	12847	64085
1670	12855	64077
1671	12863	64069
1672	12870	64061
1673	12879	64056
1674	12886	64048
