iter	Passed	Remaining
1675	12894	64042
1676	12902	64033
1677	12909	64025
1678	12917	64017
1679	12925	64009
1680	12932	63999
1681	12939	63990
1682	12947	63982
1683	12954	63973
1684	12962	63964
1685	12969	63954
1686	12976	63946
1687	12984	63938
1688	12992	63932
1689	13000	63927
1690	13008	63920
1691	13016	63913
1692	13024	63905
1693	13031	63895
1694	13038	63884
1695	13045	63875
1696	13052	63864
1697	13060	63856
1698	13067	63846
1699	13075	63837
1700	13082	63830
1701	13090	63819
1702	13098	63815
1703	13106	63810
1704	13114	63802
1705	13122	63795
1706	13130	63788
1707	13138	63783
1708	13146	63778
1709	13154	63770
1710	13161	63763
1711	13169	63752
1712	13176	63745
1713	13184	63735
1714	13191	63725
1715	13199	63718
1716	13206	63711
1717	13214	63703
1718	13222	63694
1719	13228	63683
1720	13236	63672
1721	13243	63663
1722	13250	63654
1723	13258	63644
1724	13265	63636
1725	13273	63629
1726	13280	63620
1727	13288	63610
1728	13295	63602
1729	13302	63592
1730	13309	63580
1731	13317	63571
1732	13324	63563
1733	13332	63556
1734	13339	63545
1735	13347	63537
1736	13355	63531
1737	13362	63520
1738	13370	63513
1739	13377	63504
1740	13384	63495
1741	13392	63487
1742	13399	63476
1743	13406	63466
1744	13413	63455
1745	13421	63446
1746	13429	63443
1747	13437	63435
1748	13445	63428
1749	13452	63419
1750	13459	63409
1751	13466	63397
1752	13473	63386
1753	13481	63380
1754	13489	63371
1755	13496	63361
1756	13503	63353
1757	13510	63343
1758	13518	63336
1759	13526	63326
1760	13533	63317
1761	13540	63306
1762	13547	63297
1763	13555	63289
1764	13562	63278
1765	13570	63270
1766	13578	63264
1767	13585	63257
1768	13593	63249
1769	13600	63240
1770	13608	63230
1771	13615	63220
1772	13622	63212
1773	13630	63202
1774	13637	63192
1775	13644	63183
1776	13652	63174
1777	13659	63166
1778	13666	63155
1779	13673	63145
1780	13680	63135
1781	13688	63127
1782	13696	63119
1783	13703	63109
1784	13710	63100
1785	13718	63093
1786	13725	63084
1787	13732	63072
1788	13740	63063
1789	13747	63054
1790	13755	63046
1791	13763	63040
1792	13771	63034
1793	13779	63027
1794	13786	63018
1795	13793	63009
1796	13801	63003
1797	13809	62996
1798	13817	62988
1799	13825	62980
1800	13832	62971
1801	13840	62964
1802	13847	62955
1803	13855	62950
1804	13863	62941
1805	13870	62931
1806	13877	62923
1807	13885	62916
1808	13893	62909
1809	13901	62902
1810	13909	62894
1811	13916	62886
1812	13924	62877
1813	13931	62870
1814	13939	62863
1815	13947	62855
1816	13954	62846
1817	13962	62838
1818	13970	62832
1819	13978	62825
1820	13985	62816
1821	13993	62807
1822	14000	62800
1823	14007	62790
1824	14015	62781
1825	14023	62774
1826	14031	62770
1827	14039	62762
1828	14047	62754
1829	14054	62745
1830	14062	62740
1831	14070	62733
1832	14078	62725
1833	14084	62714
1834	14092	62704
1835	14099	62696
1836	14106	62685
1837	14114	62676
1838	14121	62668
1839	14129	62662
1840	14137	62654
1841	14145	62646
1842	14152	62636
1843	14159	62626
1844	14166	62618
1845	14174	62609
1846	14181	62600
1847	14189	62591
1848	14196	62580
1849	14203	62573
1850	14211	62565
1851	14219	62558
1852	14226	62549
1853	14234	62541
1854	14241	62533
1855	14249	62526
1856	14257	62518
1857	14264	62509
1858	14271	62499
1859	14278	62489
1860	14286	62482
1861	14293	62472
1862	14301	62463
1863	14308	62454
1864	14315	62444
1865	14322	62434
1866	14329	62423
1867	14337	62416
1868	14345	62410
1869	14352	62400
1870	14360	62391
1871	14368	62385
1872	14375	62377
1873	14383	62368
1874	14390	62359
1875	14398	62351
1876	14405	62343
1877	14413	62335
1878	14421	62328
1879	14428	62320
1880	14436	62311
1881	14443	62303
1882	14450	62291
1883	14457	62282
1884	14465	62273
1885	14472	62264
1886	14480	62255
1887	14487	62246
1888	14494	62237
1889	14501	62228
1890	14509	62219
1891	14517	62212
1892	14525	62205
1893	14532	62197
1894	14540	62188
1895	14546	62177
1896	14554	62169
1897	14562	62161
1898	14570	62154
1899	14577	62145
1900	14584	62135
1901	14592	62130
1902	14599	62119
1903	14607	62110
1904	14615	62104
1905	14622	62095
1906	14629	62085
1907	14636	62076
1908	14644	62067
1909	14651	62060
1910	14659	62050
1911	14666	62042
1912	14674	62032
1913	14681	62025
1914	14689	62016
1915	14696	62006
1916	14703	61997
1917	14711	61989
1918	14718	61978
1919	14725	61969
1920	14732	61958
1921	14739	61949
1922	14747	61940
1923	14754	61932
1924	14762	61924
1925	14769	61915
1926	14777	61908
1927	14784	61900
1928	14792	61892
1929	14799	61883
1930	14807	61874
1931	14814	61866
1932	14822	61859
1933	14830	61854
1934	14838	61846
1935	14846	61841
1936	14855	61836
1937	14863	61831
1938	14871	61824
1939	14878	61815
1940	14886	61809
1941	14894	61802
1942	14902	61796
1943	14910	61790
1944	14918	61781
1945	14925	61772
1946	14933	61764
1947	14940	61758
1948	14948	61749
1949	14956	61743
1950	14964	61736
1951	14972	61729
1952	14979	61720
1953	14987	61713
1954	14994	61705
1955	15002	61695
1956	15009	61688
1957	15017	61680
1958	15025	61675
1959	15033	61669
1960	15041	61660
1961	15048	61653
1962	15056	61644
1963	15063	61634
1964	15070	61623
1965	15077	61615
1966	15084	61605
1967	15093	61599
1968	15101	61594
1969	15109	61587
1970	15117	61580
1971	15124	61573
1972	15132	61565
1973	15140	61558
1974	15148	61550
1975	15155	61544
1976	15163	61536
1977	15171	61529
1978	15179	61522
1979	15186	61514
1980	15193	61503
1981	15201	61495
1982	15208	61486
1983	15216	61479
1984	15224	61472
1985	15232	61465
1986	15239	61456
1987	15247	61448
1988	15254	61440
1989	15262	61432
1990	15269	61423
1991	15277	61415
1992	15284	61407
1993	15291	61396
1994	15298	61387
1995	15306	61378
1996	15313	61369
1997	15320	61359
1998	15327	61348
1999	15334	61339
2000	15342	61331
2001	15350	61326
2002	15358	61319
2003	15365	61309
2004	15373	61300
2005	15380	61291
2006	15388	61283
2007	15395	61276
2008	15403	61269
2009	15411	61261
2010	15418	61251
2011	15425	61243
2012	15433	61236
2013	15441	61228
2014	15449	61221
2015	15456	61213
2016	15464	61204
2017	15471	61196
2018	15479	61190
2019	15487	61185
2020	15495	61178
2021	15503	61170
2022	15510	61161
2023	15518	61154
2024	15526	61147
2025	15534	61139
2026	15543	61137
2027	15551	61133
2028	15559	61126
2029	15567	61118
2030	15574	61110
2031	15581	61101
2032	15588	61090
2033	15595	61079
2034	15602	61070
2035	15613	61073
2036	15621	61068
2037	15629	61060
2038	15637	61052
2039	15644	61043
2040	15651	61035
2041	15659	61026
2042	15666	61017
2043	15674	61010
2044	15682	61003
2045	15689	60995
2046	15696	60985
2047	15704	60976
2048	15711	60968
2049	15719	60961
2050	15727	60953
2051	15735	60947
2052	15743	60942
2053	15750	60931
2054	15758	60924
2055	15765	60916
2056	15773	60907
2057	15780	60899
2058	15787	60889
2059	15794	60877
2060	15802	60870
2061	15809	60860
2062	15817	60853
2063	15824	60843
2064	15831	60834
2065	15839	60828
2066	15846	60819
2067	15854	60812
2068	15862	60803
2069	15869	60796
2070	15877	60790
2071	15884	60779
2072	15891	60769
2073	15899	60759
2074	15906	60752
2075	15915	60747
2076	15922	60739
2077	15932	60737
2078	15940	60732
2079	15948	60725
2080	15955	60718
2081	15964	60712
2082	15971	60705
2083	15979	60697
2084	15986	60687
2085	15993	60678
2086	16001	60671
2087	16009	60662
2088	16016	60655
2089	16024	60646
2090	16032	60640
2091	16039	60631
2092	16047	60625
2093	16054	60615
2094	16062	60606
2095	16069	60599
2096	16077	60592
2097	16085	60583
2098	16092	60576
2099	16101	60571
2100	16108	60562
2101	16116	60554
2102	16123	60547
2103	16131	60539
2104	16139	60533
2105	16147	60526
2106	16155	60521
2107	16163	60514
2108	16171	60506
2109	16178	60496
2110	16186	60489
2111	16194	60482
2112	16202	60475
2113	16209	60468
2114	16217	60461
2115	16225	60454
2116	16233	60447
2117	16240	60438
2118	16248	60432
2119	16256	60423
2120	16263	60415
2121	16271	60406
2122	16278	60397
2123	16285	60387
2124	16293	60380
2125	16301	60373
2126	16308	60365
2127	16316	60359
2128	16324	60352
2129	16332	60344
2130	16340	60339
2131	16348	60332
2132	16356	60324
2133	16363	60315
2134	16371	60308
2135	16378	60299
2136	16386	60291
2137	16393	60282
2138	16400	60274
2139	16409	60268
2140	16416	60260
2141	16423	60251
2142	16434	60255
2143	16443	60250
2144	16450	60242
2145	16458	60235
2146	16467	60231
2147	16475	60224
2148	16483	60218
2149	16491	60213
2150	16499	60206
2151	16506	60197
2152	16514	60190
2153	16522	60182
2154	16530	60175
2155	16537	60168
2156	16546	60163
2157	16553	60155
2158	16561	60146
2159	16568	60137
2160	16575	60128
2161	16583	60120
2162	16591	60114
2163	16599	60107
2164	16607	60100
2165	16615	60094
2166	16623	60088
2167	16631	60080
2168	16639	60074
2169	16646	60066
2170	16654	60057
2171	16661	60049
2172	16669	60041
2173	16676	60032
2174	16683	60023
2175	16692	60020
2176	16700	60011
2177	16707	60003
2178	16714	59994
2179	16722	59986
2180	16729	59977
2181	16737	59969
2182	16744	59960
2183	16752	59951
2184	16760	59945
2185	16767	59936
2186	16774	59925
2187	16781	59917
2188	16789	59908
2189	16796	59900
2190	16803	59891
2191	16811	59883
2192	16819	59875
2193	16826	59866
2194	16834	59859
2195	16841	59849
2196	16848	59841
2197	16856	59832
2198	16863	59824
2199	16871	59815
2200	16878	59808
2201	16886	59801
2202	16894	59794
2203	16902	59786
2204	16909	59777
2205	16917	59769
2206	16924	59760
2207	16931	59752
2208	16939	59744
2209	16946	59736
2210	16954	59727
2211	16961	59717
2212	16968	59709
2213	16976	59702
2214	16984	59695
2215	16992	59688
2216	17000	59681
2217	17007	59672
2218	17015	59666
2219	17023	59658
2220	17030	59648
2221	17037	59640
2222	17045	59633
2223	17053	59625
2224	17061	59618
2225	17068	59609
2226	17077	59605
2227	17085	59599
2228	17092	59589
2229	17099	59580
2230	17107	59575
2231	17115	59567
2232	17123	59559
2233	17130	59550
2234	17138	59544
2235	17145	59534
2236	17153	59526
2237	17160	59517
2238	17168	59510
2239	17175	59502
2240	17183	59494
2241	17191	59486
2242	17198	59478
2243	17206	59470
2244	17213	59462
2245	17221	59454
2246	17228	59445
2247	17236	59437
2248	17243	59429
2249	17250	59419
2250	17258	59412
2251	17266	59404
2252	17273	59395
2253	17281	59387
2254	17288	59379
2255	17296	59371
2256	17303	59362
2257	17310	59353
2258	17318	59344
2259	17325	59336
2260	17332	59326
2261	17340	59318
2262	17347	59310
2263	17355	59302
2264	17362	59293
2265	17370	59285
2266	17377	59277
2267	17385	59269
2268	17392	59260
2269	17399	59251
2270	17406	59241
2271	17414	59233
2272	17421	59224
2273	17429	59216
2274	17436	59207
2275	17443	59198
2276	17451	59189
2277	17458	59181
2278	17466	59173
2279	17473	59165
2280	17481	59156
2281	17488	59148
2282	17496	59141
2283	17503	59132
2284	17511	59123
2285	17518	59115
2286	17525	59106
2287	17532	59096
2288	17540	59089
2289	17548	59082
2290	17555	59072
2291	17562	59063
2292	17569	59053
2293	17577	59044
2294	17584	59037
2295	17591	59027
2296	17599	59020
2297	17607	59013
2298	17615	59005
2299	17622	58996
2300	17630	58989
2301	17637	58981
2302	17645	58974
2303	17653	58967
2304	17660	58959
2305	17668	58950
2306	17675	58941
2307	17682	58931
2308	17690	58924
2309	17698	58917
2310	17705	58908
2311	17713	58900
2312	17720	58891
2313	17727	58882
2314	17735	58874
2315	17742	58866
2316	17750	58858
2317	17757	58850
2318	17765	58841
2319	17772	58833
2320	17780	58827
2321	17788	58819
2322	17795	58810
2323	17802	58801
2324	17810	58794
2325	17818	58786
2326	17826	58780
2327	17833	58771
2328	17841	58765
2329	17849	58758
2330	17857	58752
2331	17865	58743
2332	17872	58734
2333	17880	58728
2334	17888	58721
2335	17895	58711
2336	17902	58702
2337	17910	58695
2338	17918	58687
2339	17925	58679
2340	17933	58671
2341	17940	58662
2342	17947	58653
2343	17955	58645
2344	17963	58638
2345	17970	58628
2346	17977	58619
2347	17984	58611
2348	17991	58601
2349	17999	58593
2350	18006	58584
2351	18014	58577
2352	18021	58568
2353	18029	58561
2354	18037	58553
2355	18044	58545
2356	18051	58535
2357	18058	58526
2358	18066	58517
2359	18073	58509
2360	18081	58501
2361	18088	58493
2362	18096	58484
2363	18103	58475
2364	18110	58467
2365	18118	58458
2366	18125	58451
2367	18133	58443
2368	18140	58435
2369	18148	58427
2370	18156	58419
2371	18163	58410
2372	18170	58401
2373	18177	58393
2374	18185	58386
2375	18192	58376
2376	18200	58369
2377	18208	58361
2378	18215	58353
2379	18223	58345
2380	18231	58338
2381	18239	58331
2382	18247	58324
2383	18254	58315
2384	18262	58309
2385	18269	58299
2386	18276	58291
2387	18284	58283
2388	18292	58275
2389	18299	58267
2390	18307	58259
2391	18315	58252
2392	18322	58244
2393	18329	58236
2394	18338	58229
2395	18345	58222
2396	18353	58214
2397	18361	58207
2398	18368	58199
2399	18377	58194
2400	18384	58186
2401	18392	58178
2402	18399	58168
2403	18406	58158
2404	18413	58150
2405	18421	58142
2406	18428	58134
2407	18436	58128
2408	18444	58119
2409	18450	58108
2410	18458	58100
2411	18465	58092
2412	18473	58085
2413	18481	58077
2414	18489	58070
2415	18496	58061
2416	18503	58052
2417	18510	58043
2418	18518	58034
2419	18525	58025
2420	18532	58017
2421	18540	58009
2422	18547	57999
2423	18554	57990
2424	18561	57982
2425	18569	57973
2426	18576	57965
2427	18586	57962
2428	18593	57955
2429	18602	57950
2430	18609	57941
2431	18616	57931
2432	18623	57922
2433	18631	57915
2434	18638	57906
2435	18646	57898
2436	18653	57889
2437	18661	57883
2438	18668	57873
2439	18675	57864
2440	18683	57855
2441	18690	57847
2442	18698	57839
2443	18705	57831
2444	18712	57821
2445	18719	57812
2446	18726	57802
2447	18734	57794
2448	18741	57786
2449	18748	57774
2450	18755	57765
2451	18763	57758
2452	18770	57749
2453	18777	57741
2454	18785	57733
2455	18792	57724
2456	18800	57717
2457	18808	57710
2458	18815	57702
2459	18823	57694
2460	18830	57685
2461	18837	57676
2462	18845	57667
2463	18852	57659
2464	18860	57653
2465	18868	57646
2466	18876	57639
2467	18883	57630
2468	18891	57622
2469	18899	57615
2470	18907	57609
2471	18915	57602
2472	18922	57595
2473	18930	57587
2474	18937	57578
2475	18945	57570
2476	18952	57562
2477	18960	57554
2478	18968	57548
2479	18976	57540
2480	18983	57531
2481	18990	57523
2482	18998	57515
2483	19006	57507
2484	19013	57499
2485	19021	57492
2486	19028	57484
2487	19036	57477
2488	19044	57471
2489	19052	57464
2490	19060	57456
2491	19067	57446
2492	19074	57438
2493	19082	57430
2494	19089	57422
2495	19097	57414
2496	19105	57407
2497	19112	57398
2498	19120	57390
2499	19127	57383
2500	19135	57376
2501	19143	57369
2502	19150	57360
2503	19158	57353
2504	19165	57344
2505	19173	57336
2506	19180	57327
2507	19187	57318
2508	19195	57310
2509	19203	57303
2510	19210	57295
2511	19218	57288
2512	19226	57280
2513	19233	57273
2514	19241	57264
2515	19248	57255
2516	19255	57247
2517	19263	57239
2518	19270	57230
2519	19277	57221
2520	19285	57214
2521	19293	57207
2522	19300	57198
2523	19307	57189
2524	19315	57181
2525	19322	57173
2526	19330	57164
2527	19338	57157
2528	19345	57148
2529	19352	57138
2530	19360	57132
2531	19368	57124
2532	19375	57117
2533	19383	57110
2534	19390	57099
2535	19397	57090
2536	19405	57083
2537	19412	57074
2538	19420	57066
2539	19427	57059
2540	19435	57052
2541	19443	57045
2542	19451	57037
2543	19458	57029
2544	19466	57021
2545	19473	57013
2546	19480	57004
2547	19487	56994
2548	19494	56985
2549	19502	56976
2550	19509	56968
2551	19517	56960
2552	19524	56951
2553	19531	56942
2554	19539	56935
2555	19546	56927
2556	19554	56920
2557	19561	56911
2558	19569	56904
2559	19577	56896
2560	19585	56889
2561	19592	56880
2562	19599	56872
2563	19607	56864
2564	19615	56856
2565	19622	56848
2566	19630	56842
2567	19638	56835
2568	19646	56828
2569	19654	56821
2570	19661	56812
2571	19675	56824
2572	19683	56818
2573	19691	56810
2574	19699	56802
2575	19707	56795
2576	19714	56787
2577	19721	56778
2578	19729	56769
2579	19737	56763
2580	19745	56756
2581	19752	56749
2582	19760	56740
2583	19767	56732
2584	19775	56725
2585	19783	56717
2586	19790	56708
2587	19797	56700
2588	19805	56694
2589	19814	56687
2590	19821	56680
2591	19829	56671
2592	19836	56664
2593	19843	56655
2594	19851	56648
2595	19859	56641
2596	19867	56634
2597	19875	56626
2598	19882	56617
2599	19890	56610
2600	19897	56602
2601	19904	56593
2602	19912	56585
2603	19919	56576
2604	19926	56566
2605	19934	56559
2606	19941	56550
2607	19949	56543
2608	19956	56535
2609	19964	56528
2610	19972	56520
2611	19979	56512
2612	19987	56505
2613	19994	56496
2614	20002	56488
2615	20010	56482
2616	20017	56474
2617	20025	56465
2618	20032	56457
2619	20040	56449
2620	20047	56440
2621	20055	56433
2622	20062	56425
2623	20070	56417
2624	20077	56408
2625	20084	56399
2626	20092	56391
2627	20101	56388
2628	20109	56380
2629	20117	56373
2630	20125	56367
2631	20132	56359
2632	20139	56350
2633	20147	56342
2634	20155	56335
2635	20162	56326
2636	20170	56319
2637	20178	56312
2638	20185	56305
2639	20193	56296
2640	20200	56286
2641	20207	56277
2642	20214	56269
2643	20222	56260
2644	20229	56252
2645	20236	56242
2646	20243	56232
2647	20250	56225
2648	20258	56217
2649	20266	56209
2650	20274	56203
2651	20281	56194
2652	20289	56187
2653	20296	56179
2654	20304	56171
2655	20311	56162
2656	20318	56154
2657	20326	56146
2658	20334	56138
2659	20341	56130
2660	20349	56122
2661	20357	56115
2662	20364	56108
2663	20372	56100
2664	20379	56092
2665	20387	56085
2666	20395	56076
2667	20402	56069
2668	20410	56062
2669	20418	56055
2670	20426	56047
2671	20434	56040
2672	20441	56032
2673	20448	56023
2674	20456	56015
2675	20463	56006
2676	20470	55997
2677	20477	55988
2678	20485	55980
2679	20492	55971
2680	20499	55963
2681	20507	55955
2682	20514	55946
2683	20522	55938
2684	20529	55930
2685	20536	55921
2686	20544	55913
2687	20551	55905
2688	20559	55898
2689	20566	55889
2690	20574	55881
2691	20581	55872
2692	20588	55863
2693	20595	55854
2694	20603	55847
2695	20610	55838
2696	20618	55829
2697	20625	55822
2698	20633	55816
2699	20642	55810
2700	20649	55802
2701	20656	55793
2702	20664	55784
2703	20671	55775
2704	20678	55767
2705	20686	55760
2706	20694	55752
2707	20701	55745
2708	20709	55737
2709	20717	55729
2710	20725	55723
2711	20732	55715
2712	20740	55708
2713	20749	55702
2714	20756	55695
2715	20764	55687
2716	20771	55679
2717	20779	55671
2718	20787	55665
2719	20794	55657
2720	20802	55649
2721	20809	55640
2722	20817	55632
2723	20824	55622
2724	20831	55615
2725	20839	55608
2726	20847	55600
2727	20855	55593
2728	20862	55584
2729	20869	55576
2730	20877	55568
2731	20884	55558
2732	20891	55551
2733	20899	55543
2734	20907	55536
2735	20914	55527
2736	20922	55519
2737	20930	55512
2738	20937	55505
2739	20945	55496
2740	20952	55487
2741	20959	55478
2742	20966	55469
2743	20973	55460
2744	20980	55451
2745	20987	55442
2746	20995	55435
2747	21003	55427
2748	21011	55420
2749	21018	55412
2750	21025	55404
2751	21033	55395
2752	21040	55388
2753	21048	55380
2754	21056	55372
2755	21063	55364
2756	21070	55356
2757	21078	55347
2758	21085	55338
2759	21092	55329
2760	21100	55322
2761	21108	55315
2762	21116	55309
2763	21124	55302
2764	21131	55293
2765	21138	55284
2766	21145	55274
2767	21153	55266
2768	21160	55259
2769	21168	55252
2770	21176	55244
2771	21183	55236
2772	21191	55228
2773	21198	55219
2774	21205	55210
2775	21213	55203
2776	21221	55196
2777	21228	55188
2778	21236	55180
2779	21243	55172
2780	21251	55165
2781	21259	55159
2782	21267	55151
2783	21275	55145
2784	21283	55139
2785	21291	55132
2786	21299	55123
2787	21306	55115
2788	21314	55107
2789	21321	55099
2790	21328	55090
2791	21336	55084
2792	21344	55077
2793	21352	55069
2794	21359	55062
2795	21367	55054
2796	21374	55046
2797	21382	55037
2798	21389	55029
2799	21397	55022
2800	21405	55014
2801	21412	55006
2802	21420	54999
2803	21428	54992
2804	21436	54985
2805	21443	54977
2806	21451	54969
2807	21458	54960
2808	21465	54951
2809	21472	54942
2810	21480	54935
2811	21488	54928
2812	21495	54920
2813	21503	54912
2814	21511	54904
2815	21519	54898
2816	21526	54890
2817	21534	54883
2818	21542	54876
2819	21550	54870
2820	21558	54863
2821	21565	54854
2822	21573	54846
2823	21580	54838
2824	21588	54830
2825	21595	54822
2826	21606	54823
2827	21615	54818
2828	21625	54817
2829	21636	54818
2830	21647	54817
2831	21657	54816
2832	21667	54815
2833	21676	54811
2834	21686	54810
2835	21695	54806
2836	21705	54802
2837	21714	54798
2838	21724	54796
2839	21733	54792
2840	21741	54785
2841	21748	54777
2842	21756	54769
2843	21764	54763
2844	21771	54754
2845	21779	54748
2846	21787	54740
2847	21795	54732
2848	21802	54724
2849	21810	54716
2850	21817	54708
2851	21825	54700
2852	21832	54691
2853	21840	54686
2854	21849	54681
2855	21858	54676
2856	21866	54671
2857	21875	54666
2858	21882	54657
2859	21891	54651
2860	21899	54645
2861	21908	54641
2862	21916	54634
2863	21925	54630
2864	21934	54626
2865	21944	54623
2866	21952	54616
2867	21960	54609
2868	21967	54602
2869	21975	54593
2870	21982	54584
2871	21990	54577
2872	21997	54568
2873	22004	54560
2874	22012	54552
2875	22019	54544
2876	22027	54536
2877	22034	54528
2878	22042	54520
2879	22050	54513
2880	22057	54505
2881	22065	54497
2882	22072	54489
2883	22080	54481
2884	22088	54474
2885	22095	54465
2886	22103	54459
2887	22111	54451
2888	22118	54443
2889	22126	54435
2890	22134	54428
2891	22141	54420
2892	22149	54413
2893	22157	54405
2894	22164	54397
2895	22172	54389
2896	22179	54379
2897	22186	54371
2898	22194	54363
2899	22201	54354
2900	22208	54345
2901	22215	54337
2902	22223	54330
2903	22231	54322
2904	22238	54313
2905	22245	54304
2906	22252	54296
2907	22260	54287
2908	22267	54280
2909	22276	54274
2910	22283	54265
2911	22290	54256
2912	22298	54249
2913	22305	54241
2914	22313	54232
2915	22320	54225
2916	22328	54217
2917	22336	54209
2918	22343	54202
2919	22351	54194
2920	22358	54186
2921	22366	54179
2922	22374	54171
2923	22381	54163
2924	22389	54156
2925	22397	54149
2926	22407	54145
2927	22414	54138
2928	22422	54129
2929	22429	54121
2930	22437	54114
2931	22444	54105
2932	22452	54097
2933	22459	54090
2934	22467	54082
2935	22475	54075
2936	22482	54067
2937	22490	54060
2938	22497	54051
2939	22505	54044
2940	22513	54036
2941	22521	54029
2942	22528	54021
2943	22536	54013
2944	22544	54006
2945	22551	53999
2946	22559	53992
2947	22567	53983
2948	22574	53976
2949	22582	53967
2950	22589	53958
2951	22596	53948
2952	22603	53940
2953	22611	53933
2954	22618	53924
2955	22626	53917
2956	22633	53907
2957	22640	53899
2958	22647	53890
2959	22654	53880
2960	22661	53872
2961	22669	53865
2962	22677	53857
2963	22684	53849
2964	22692	53843
2965	22700	53835
2966	22708	53827
2967	22715	53818
2968	22722	53810
2969	22730	53802
2970	22738	53795
2971	22745	53788
2972	22753	53780
2973	22761	53773
2974	22768	53764
2975	22775	53755
2976	22782	53746
2977	22790	53738
2978	22797	53730
2979	22805	53723
2980	22812	53714
2981	22820	53705
2982	22827	53698
2983	22835	53690
2984	22842	53682
2985	22850	53674
2986	22857	53666
2987	22865	53658
2988	22872	53648
2989	22878	53639
2990	22886	53630
2991	22893	53622
2992	22900	53613
2993	22908	53606
2994	22915	53597
2995	22923	53590
2996	22931	53583
2997	22939	53575
2998	22946	53567
2999	22953	53559
3000	22961	53550
3001	22969	53543
3002	22976	53535
3003	22983	53526
3004	22991	53518
3005	22998	53509
3006	23005	53500
3007	23013	53493
3008	23020	53484
3009	23026	53474
3010	23033	53465
3011	23041	53457
3012	23049	53449
3013	23056	53441
3014	23064	53434
3015	23071	53425
3016	23079	53418
3017	23086	53410
3018	23094	53402
3019	23101	53394
3020	23109	53386
3021	23116	53378
3022	23124	53370
3023	23131	53362
3024	23139	53355
3025	23146	53346
3026	23153	53337
3027	23162	53332
3028	23170	53325
3029	23177	53317
3030	23185	53308
3031	23193	53302
3032	23200	53293
3033	23207	53284
3034	23215	53276
3035	23223	53269
3036	23230	53260
3037	23237	53252
3038	23245	53244
3039	23252	53236
3040	23260	53229
3041	23268	53222
3042	23275	53213
3043	23282	53204
3044	23290	53196
3045	23297	53189
3046	23304	53180
3047	23312	53171
3048	23319	53162
3049	23326	53153
3050	23333	53145
3051	23341	53136
3052	23348	53129
3053	23356	53121
3054	23363	53113
3055	23370	53104
3056	23378	53097
3057	23385	53088
3058	23393	53081
3059	23401	53073
3060	23409	53066
3061	23416	53057
3062	23423	53049
3063	23431	53041
3064	23438	53033
3065	23445	53023
3066	23452	53015
3067	23460	53007
3068	23467	52999
3069	23474	52990
3070	23482	52983
3071	23490	52976
3072	23498	52968
3073	23506	52961
3074	23512	52951
3075	23519	52942
3076	23527	52934
3077	23533	52924
3078	23541	52916
3079	23549	52909
3080	23556	52900
3081	23563	52892
3082	23570	52882
3083	23578	52874
3084	23585	52867
3085	23593	52860
3086	23600	52851
3087	23608	52844
3088	23615	52835
3089	23623	52827
3090	23630	52818
3091	23637	52808
3092	23644	52801
3093	23652	52793
3094	23659	52784
3095	23667	52777
3096	23674	52768
3097	23681	52760
3098	23688	52751
3099	23696	52743
3100	23703	52735
3101	23711	52726
3102	23718	52718
3103	23726	52711
3104	23733	52703
3105	23740	52693
3106	23747	52685
3107	23755	52677
3108	23762	52669
3109	23769	52660
3110	23777	52652
3111	23785	52645
3112	23793	52639
3113	23800	52630
3114	23808	52622
3115	23815	52614
3116	23822	52605
3117	23829	52595
3118	23836	52586
3119	23843	52577
3120	23850	52568
3121	23857	52560
3122	23865	52552
3123	23872	52544
3124	23880	52536
3125	23887	52528
3126	23895	52521
3127	23903	52513
3128	23910	52505
3129	23917	52496
3130	23924	52488
3131	23932	52480
3132	23939	52471
3133	23946	52462
3134	23953	52454
3135	23961	52445
3136	23968	52438
3137	23975	52428
3138	23982	52419
3139	23990	52412
3140	23997	52403
3141	24004	52394
3142	24011	52386
3143	24019	52378
3144	24027	52371
3145	24035	52363
3146	24042	52355
3147	24050	52348
3148	24057	52340
3149	24065	52333
3150	24073	52325
3151	24081	52318
3152	24089	52311
3153	24097	52305
3154	24105	52297
3155	24112	52289
3156	24120	52282
3157	24128	52275
3158	24135	52266
3159	24143	52259
3160	24150	52251
3161	24158	52243
3162	24165	52235
3163	24172	52226
3164	24179	52218
3165	24187	52210
3166	24194	52201
3167	24202	52194
3168	24209	52184
3169	24217	52177
3170	24224	52169
3171	24231	52161
3172	24239	52152
3173	24246	52144
3174	24254	52136
3175	24261	52128
3176	24268	52119
3177	24276	52112
3178	24284	52106
3179	24292	52099
3180	24299	52090
3181	24307	52082
3182	24314	52074
3183	24321	52065
3184	24329	52057
3185	24336	52049
3186	24344	52041
3187	24351	52033
3188	24358	52024
3189	24365	52015
3190	24373	52007
3191	24380	51999
3192	24388	51991
3193	24395	51983
3194	24403	51977
3195	24411	51969
3196	24419	51962
3197	24427	51955
3198	24434	51947
3199	24442	51939
3200	24449	51931
3201	24457	51924
3202	24464	51916
3203	24472	51909
3204	24480	51902
3205	24488	51894
3206	24495	51886
3207	24503	51878
3208	24510	51870
3209	24517	51861
3210	24525	51853
3211	24533	51846
3212	24541	51839
3213	24548	51831
3214	24556	51825
3215	24565	51819
3216	24573	51813
3217	24581	51806
3218	24589	51798
3219	24596	51789
3220	24603	51781
3221	24611	51774
3222	24619	51766
3223	24626	51759
3224	24634	51751
3225	24642	51743
3226	24650	51737
3227	24658	51729
3228	24666	51723
